time	V(output)	V(n001)	V(n002)	V(n003)
2.203933749999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.223464999999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.242996249999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.262527499999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.282058749999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.301589999999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.321121249999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.340652499999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.360183749999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.379714999999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.399246249999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.418777499999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.438308749999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.457839999999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.477371249999880e-03	4.788494e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.496902499999880e-03	4.788538e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.500010000000000e-03	4.788495e+00	5.000000e+00	5.000000e+00	0.000000e+00
2.500011250000000e-03	4.713748e+00	4.375000e+00	5.000000e+00	0.000000e+00
2.500013750000000e-03	4.704274e+00	3.125000e+00	5.000000e+00	0.000000e+00
2.500014701118000e-03	4.715394e+00	2.649441e+00	5.000000e+00	0.000000e+00
2.500016151286270e-03	4.712177e+00	1.924357e+00	5.000000e+00	0.000000e+00
2.500017643967031e-03	4.716804e+00	1.178017e+00	5.000000e+00	0.000000e+00
2.500019160619493e-03	4.716259e+00	4.196903e-01	5.000000e+00	0.000000e+00
2.500020000000000e-03	4.717833e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500020977845307e-03	4.775234e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500021489591585e-03	4.768660e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500022072993933e-03	4.765934e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500022763473198e-03	4.763921e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500023880512724e-03	4.763786e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500025018039273e-03	4.763266e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500027123890227e-03	4.763716e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500029313336634e-03	4.763160e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500032888934759e-03	4.763636e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500038784355103e-03	4.763092e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500048902277780e-03	4.763602e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500069138123135e-03	4.763047e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500109609813845e-03	4.763590e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500190553195265e-03	4.763062e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500352439958104e-03	4.763268e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.500676213483783e-03	4.763391e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.501323760535142e-03	4.763589e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.502618854637859e-03	4.763391e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.505209042843292e-03	4.763591e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.510389419254159e-03	4.763391e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.520750172075892e-03	4.763592e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.540281422075892e-03	4.763391e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.559812672075892e-03	4.763387e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.579343922075892e-03	4.763155e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.598875172075892e-03	4.763416e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.618406422075892e-03	4.763187e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.637937672075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.657468922075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.677000172075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.696531422075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.716062672075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.735593922075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.755125172075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.774656422075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.794187672075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.813718922075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.833250172075892e-03	4.763412e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.852781422075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.872312672075892e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.891843922075892e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.911375172075892e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.930906422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.950437672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.969968922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
2.989500172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.009031422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.028562672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.048093922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.067625172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.087156422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.106687672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.126218922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.145750172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.165281422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.184812672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.204343922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.223875172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.243406422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.262937672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.282468922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.302000172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.321531422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.341062672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.360593922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.380125172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.399656422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.419187672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.438718922075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.458250172075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.477781422075893e-03	4.763183e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.497312672075893e-03	4.763413e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.500010000000000e-03	4.763318e+00	0.000000e+00	5.000000e+00	0.000000e+00
3.500020000000000e-03	2.624420e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.500020164350549e-03	2.618825e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.500020493051648e-03	2.607665e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.500021150453846e-03	2.585517e+00	0.000000e+00	0.000000e+00	0.000000e+00
